markadar_einmalamalheildir	description			 Flestar málheildir íslenska málbankans eru markaðar einmálamálheildir, þ.e. málheildir sem innihalda íslenska texta sem hafa verið tókaðir , markaðir og lemmaðir . Málheildirnar eru gefnar út á TEI-sniði . Helstu málheildirnar sem um ræðir eru Risamálheildin , Mörkuðu íslensk málheild , Orðtíðnibókin og  Fornritin . Orðtíðnibókin (OTB) er elst en hún var gefin út árið 1991 og inniheldur rúma hálfa milljón lesmálsorða sem sótt voru í brot úr 100 textum frá 1980 til 1989. Mörkuð íslensk málheild (MÍM) er mun stærri, inniheldur um 25 milljónir orða af fjölbreyttum textum frá tímabilinu 2000 - 2010. Risamálheldin (RMH) er bæði nýjust og stærst þessara málheilda og er gefin út með reglulegu millibili með nýjum textum. Ólíkt OTB og MÍM þá er RMH ekki „í jafnvægi“, þ.e. ekki hefur verið lögð áhersla á að velja álíka mikið af textum af mismunandi textategundum, heldur ert allt það efni sem tiltækt er sótt. Fyrir vikið er miklu mun meira af t.d. fréttatextum og textum úr opinberum skjölum heldur en t.d. bókmenntum eða fræðilegum tímaritum. Flestar málheildirnar eru leitarbærar á málheildarvefnum .  Hægt er að leita að fleiri málheildum á leitarsíðunni . 	<p>Flestar málheildir íslenska málbankans eru markaðar einmálamálheildir, þ.e. málheildir sem innihalda íslenska texta sem hafa verið <span class='clickable-text' data-key='tokenize'>tókaðir</span>, <span class='clickable-text' data-key='posTagging'>markaðir</span> og <span class='clickable-text' data-key='lemmatization'>lemmaðir</span>. <p>Málheildirnar eru gefnar út á <span class='clickable-text' data-key='tei'>TEI-sniði</span>. Helstu málheildirnar sem um ræðir eru <i>Risamálheildin</i>, <i>Mörkuðu íslensk málheild</i>, <i>Orðtíðnibókin</i> og  <i>Fornritin</i>. <i>Orðtíðnibókin</i> (OTB) er elst en hún var gefin út árið 1991 og inniheldur rúma hálfa milljón lesmálsorða sem sótt voru í brot úr 100 textum frá 1980 til 1989. <i>Mörkuð íslensk málheild</i> (MÍM) er mun stærri, inniheldur um 25 milljónir orða af fjölbreyttum textum frá tímabilinu 2000 - 2010. <i>Risamálheldin</i> (RMH) er bæði nýjust og stærst þessara málheilda og er gefin út með reglulegu millibili með nýjum textum. Ólíkt OTB og MÍM þá er RMH ekki „í jafnvægi“, þ.e. ekki hefur verið lögð áhersla á að velja álíka mikið af textum af mismunandi textategundum, heldur ert allt það efni sem tiltækt er sótt. Fyrir vikið er miklu mun meira af t.d. fréttatextum og textum úr opinberum skjölum heldur en t.d. bókmenntum eða fræðilegum tímaritum. Flestar málheildirnar eru leitarbærar á <a href='https:/malheildir.arnastofnun.is' target='_blank'>málheildarvefnum</a>.</p> <p>Hægt er að leita að fleiri málheildum á <a href='/leit?subTypes=Corpora'>leitarsíðunni</a>.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - News Texts	 Fréttatextar frá seinustu þremur áratugum. 	<p>Fréttatextar frá seinustu þremur áratugum.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Social Media	 Textar af spjallþráðum, bloggsíðum og Twitter 	<p>Textar af spjallþráðum, bloggsíðum og Twitter</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Parliament Speeches	Ræður fluttar á alþingi.	Ræður fluttar á alþingi.	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - laws, bills and resolutions	 Lagasafnið, frumvörp til laga og þingsályktunartillögur. 	<p>Lagasafnið, frumvörp til laga og þingsályktunartillögur.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Adjudiations	 Dómar héraðsdómstólanna, Landsréttar og Hæstaréttar. 	<p>Dómar héraðsdómstólanna, Landsréttar og Hæstaréttar.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Published Books	 Textar úr útgefnum bókum. 	<p>Textar úr útgefnum bókum.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Scientific Journals	 Textar úr fræðitímaritum og af vísindavefnum. 	<p>Textar úr fræðitímaritum og af vísindavefnum.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	IGC - Wikipedia	 Textar af Wikipediu. 	<p>Textar af Wikipediu.</p>	<p></p>
markadar_einmalamalheildir	corpora	description	Tagged Icelandic Corpus (MÍM)	 Inniheldur um 25 milljónir orða af fjölbreyttum textum sem ritaðir voru á tímabilinu 2000 - 2010. 	<p>Inniheldur um 25 milljónir orða af fjölbreyttum textum sem ritaðir voru á tímabilinu 2000 - 2010.</p>	<p></p>
